,Nonfunctional_Feature,Origin-Num_Cat,Origin-Cat,E100-Num_Ad_Cat,E100-Ad_Cat,E100-Num_NotIn_Origin
0,hot,4,[0.         0.01980198 0.00990099 0.02970297],2410,[0.00684916 0.         0.00987161 ... 0.01078261 0.00111894 0.00835345],2409
1,num_failed_logins,1,[0.],1,[0.],0
2,logged_in,2,[0. 1.],7269,[0.8889278  0.91672933 0.9324194  ... 0.9181204  0.94369996 0.8840052 ],7268
3,num_compromised,2,[0.         0.00125628],1,[0.],0
4,root_shell,1,[0.],1,[0.],0
5,su_attempted,1,[0.],156,"[0.0000000e+00 4.3927440e-03 4.7291536e-04 6.7937280e-04 7.4422920e-04
 3.1487750e-03 1.5274324e-03 1.0006996e-03 4.9784780e-05 8.5444935e-04
 5.6874910e-03 9.6610190e-04 1.6855244e-03 1.3501868e-03 8.6553860e-04
 7.4688160e-04 1.2490414e-03 1.2605665e-03 6.3780206e-03 8.6118653e-04
 1.0913638e-03 2.5386764e-03 5.8927860e-03 2.9432680e-04 1.5692054e-03
 2.9242076e-03 2.0309351e-05 5.9918035e-04 1.0061841e-03 1.1156416e-03
 7.3580537e-04 9.4033780e-05 1.6882657e-03 1.0466538e-03 1.5051370e-03
 2.8768098e-03 3.2010698e-03 8.3274394e-04 1.2377845e-03 1.7604535e-03
 2.3002550e-04 1.2452714e-05 2.5131567e-03 2.7854620e-03 1.4167721e-03
 5.3565577e-04 9.2316885e-04 3.2722675e-03 1.8523694e-03 1.5273225e-04
 4.1275555e-03 2.1001324e-06 1.4981879e-03 6.4945435e-03 4.2129136e-03
 1.7301938e-03 1.0036398e-04 1.8082745e-04 9.3704370e-04 6.6748900e-03
 4.6559796e-04 6.4728037e-04 2.0198133e-03 2.1903836e-03 3.3298824e-03
 1.2610285e-03 1.6417038e-03 5.5407260e-03 1.6328879e-04 1.5145913e-04
 9.0182386e-04 4.2083114e-04 2.4973550e-03 3.0331080e-03 1.9505504e-03
 1.3711955e-04 1.1562286e-03 5.8675185e-04 1.8715076e-03 3.8087242e-03
 3.6656922e-03 3.3361837e-05 7.1664340e-05 5.9875753e-03 5.5101793e-04
 1.6661352e-03 1.3458086e-03 2.0335456e-03 1.2522982e-03 2.2454052e-03
 1.2453729e-03 3.5538683e-03 4.1878317e-04 4.7386065e-04 4.7035630e-03
 2.6082290e-03 3.6533280e-03 7.3175104e-03 2.3245332e-03 4.4538034e-03
 1.1476735e-03 6.1491504e-05 1.2404155e-03 4.2518973e-04 2.9642703e-03
 5.1397746e-03 1.0532979e-03 6.4846500e-04 6.3596563e-03 4.3967054e-03
 2.1926793e-03 1.2771739e-03 7.6631270e-04 9.4963330e-04 8.3081145e-04
 3.4218347e-03 1.5673768e-03 7.1309577e-03 1.9879937e-03 2.6266277e-04
 6.0841890e-03 2.8150002e-03 2.5149467e-03 2.1577910e-03 3.0181361e-03
 5.9450604e-04 6.0295220e-04 1.1345148e-03 1.5762378e-03 7.3925500e-04
 1.0905312e-03 5.2131060e-04 1.2658518e-03 1.6090902e-03 3.4585535e-03
 5.5549666e-05 5.8429780e-04 1.4804886e-03 5.8692880e-05 2.7756728e-03
 5.5058273e-03 3.7783156e-03 2.6872572e-03 2.0341948e-04 3.3844510e-03
 1.5674382e-03 3.1072274e-03 2.2189720e-03 3.7267301e-03 2.2173473e-03
 1.3729362e-03 9.1515200e-04 2.2928603e-04 6.9459900e-04 4.2145140e-05
 9.8907200e-04]",155
6,num_root,1,[0.],1,[0.],0
7,num_file_creations,1,[0.],1,[0.],0
8,num_shells,1,[0.],773,"[0.00000000e+00 3.33914490e-03 3.55006240e-03 7.87768050e-04
 7.50634800e-04 6.91758750e-03 1.22794880e-05 1.25316440e-04
 3.94721050e-03 7.73458740e-05 1.31372970e-03 4.75384300e-04
 4.67488400e-03 3.70565430e-03 1.98280320e-03 3.55514800e-03
 1.08015680e-03 2.77791640e-04 7.55235100e-04 4.23905600e-03
 6.42220500e-04 2.89354540e-03 1.19878910e-04 6.18435540e-03
 7.59045100e-04 3.40241470e-04 2.66947600e-03 3.06829100e-03
 1.29335890e-03 8.58433540e-04 2.75665170e-03 1.69319150e-03
 8.89261700e-04 1.74189010e-03 1.24111120e-03 8.70181250e-05
 1.19720120e-04 3.09183840e-03 1.94451520e-03 1.30777250e-04
 2.28979620e-05 1.38411930e-03 8.04854100e-03 1.70730640e-03
 1.43538300e-03 5.32797800e-03 4.22959220e-04 6.07339500e-03
 2.21605250e-03 9.16513150e-04 2.49903400e-03 1.56624550e-03
 2.30104220e-03 1.35297700e-03 1.05126850e-03 3.47577340e-03
 7.69148100e-04 1.53096510e-03 2.40396780e-03 1.51292910e-03
 8.97851300e-04 3.12913470e-03 5.90716950e-04 6.21567000e-04
 4.68923240e-03 1.19015530e-03 1.76837950e-03 3.10023570e-03
 8.41619000e-04 3.34534800e-04 1.42144600e-03 3.83233740e-03
 1.33980440e-03 2.83800530e-04 1.83862100e-03 2.71149980e-03
 4.02354170e-04 2.14904900e-03 1.07299070e-04 9.73355960e-04
 2.30795700e-05 2.14218320e-03 3.60415320e-04 3.84162740e-03
 2.27810700e-03 1.00283510e-03 1.55375900e-03 3.61089780e-03
 1.16321860e-03 4.87205850e-03 6.90356800e-04 2.88122330e-04
 3.08648200e-03 9.02279750e-04 1.96730830e-03 2.46600970e-03
 1.73860390e-03 6.06715630e-03 3.60498200e-04 3.09097200e-03
 5.49694800e-03 5.16944100e-03 1.77663750e-04 1.41886990e-06
 1.50409810e-03 6.92043000e-04 6.99704050e-04 4.31416560e-04
 1.95443000e-03 3.82868620e-03 1.68794230e-03 1.23882200e-04
 4.61964400e-04 2.77313120e-03 1.49658160e-03 1.38706020e-03
 2.36217820e-03 2.18973000e-03 1.06576550e-03 2.49344950e-03
 9.71568750e-04 4.08585100e-03 2.54865270e-04 4.99032440e-04
 9.95687200e-04 1.82282180e-04 1.78855840e-05 4.15115150e-04
 9.22847500e-06 9.21811440e-04 1.08834590e-03 3.45035000e-04
 7.82799000e-04 3.75561000e-03 2.25405500e-03 5.33686500e-04
 4.63046130e-04 4.83848150e-04 5.67162460e-03 6.27047000e-03
 1.96318070e-03 2.11843290e-05 2.24144130e-03 1.46964980e-03
 6.76126200e-04 4.20658100e-03 7.82633670e-04 9.06902370e-04
 2.32839960e-04 1.07289100e-03 7.80284400e-04 7.57951760e-04
 2.14384990e-03 3.38442700e-03 2.64872050e-03 6.25855850e-03
 2.75142030e-04 2.35701120e-03 7.40597500e-04 2.22722070e-04
 2.00596640e-04 6.40055300e-03 9.69099800e-04 7.39764900e-04
 1.37922350e-03 4.75574750e-04 1.08093955e-04 2.28115850e-03
 2.56392640e-04 1.78119140e-03 7.35460800e-05 1.68158200e-04
 6.26034660e-03 2.58193280e-03 3.95554120e-04 3.09773440e-03
 4.00761050e-03 2.17073430e-03 1.45296520e-03 1.11379660e-04
 8.08469950e-04 2.68263320e-03 8.35978900e-04 1.73256920e-03
 4.38459170e-03 1.43617810e-03 5.82010000e-04 4.92053100e-03
 2.39753860e-03 5.10399230e-03 1.20232440e-03 1.99536840e-03
 4.75939100e-03 3.18484380e-04 1.55913250e-03 4.96138350e-04
 1.81174370e-04 2.88450110e-03 2.36864180e-03 4.52638230e-03
 5.08317260e-04 1.71373600e-04 2.90175480e-03 1.76218060e-03
 8.63055230e-04 6.08893400e-03 5.83155200e-03 1.55693480e-03
 6.66300770e-04 5.62299970e-05 1.09659230e-03 1.18388750e-03
 9.61516050e-05 4.31532500e-04 7.85671640e-04 1.49992920e-03
 3.11997720e-04 2.22674700e-03 1.26946390e-03 6.76575600e-04
 1.63770910e-03 1.05719080e-04 4.22340800e-05 3.57494970e-03
 7.37258200e-05 2.53473340e-03 4.26536600e-03 3.79865520e-04
 6.94364300e-04 2.72965270e-03 2.79132500e-03 3.90655100e-03
 4.27869430e-03 2.72005680e-03 1.88063830e-04 5.12971170e-03
 1.08722460e-03 2.03843230e-04 1.15593290e-03 2.48288600e-03
 4.55290450e-03 1.77599230e-03 1.82434730e-03 1.20594540e-03
 8.28154800e-03 2.03516680e-03 1.47690650e-03 2.25039100e-03
 9.91168900e-04 1.32229370e-03 4.43479800e-03 8.38213600e-04
 1.31559510e-03 7.27377370e-04 2.15125270e-04 8.07051100e-04
 8.21492170e-04 1.10907480e-04 6.60721860e-03 1.58994850e-03
 2.00878970e-03 2.49673600e-04 1.04285360e-03 4.72742130e-03
 1.26727200e-03 1.54458340e-03 1.83118970e-03 3.56878780e-03
 5.54566740e-04 1.46837350e-03 1.16717630e-03 4.13446700e-05
 9.18069400e-04 8.02682250e-04 1.21642840e-03 4.82751500e-03
 2.26615140e-03 6.22091260e-03 6.15397240e-03 4.42531240e-03
 1.29543660e-03 3.70895960e-04 7.18608400e-03 7.84395700e-04
 1.56229520e-03 1.41315460e-03 1.65443700e-03 8.72877400e-05
 1.27927870e-04 9.52837060e-04 4.51148350e-03 1.06600580e-04
 9.39496800e-04 2.15341800e-03 2.98705160e-03 6.04489800e-04
 3.71360220e-04 1.13850930e-03 3.67488800e-03 1.13714350e-03
 1.51866120e-04 2.20654900e-03 5.79788300e-03 1.29880800e-03
 1.19126540e-03 4.18838580e-04 2.21221730e-03 2.99997630e-04
 1.40119880e-03 1.55833830e-03 2.79090320e-03 2.37905860e-03
 6.39836680e-03 1.80613620e-03 2.24614980e-03 7.30386940e-04
 3.49136810e-03 2.43304400e-03 1.31898190e-03 1.22734390e-03
 4.74662500e-03 1.09870690e-03 2.69827430e-05 4.24356060e-03
 1.64095060e-03 1.42721670e-03 1.94516820e-03 1.50816560e-03
 1.42964530e-03 4.89446940e-03 1.71990620e-03 3.83504400e-03
 2.49984840e-03 5.26826800e-04 1.94260270e-03 1.16033430e-03
 4.15549900e-03 1.89861280e-03 8.85147140e-04 4.30924820e-04
 1.93874820e-04 1.40742650e-03 5.88501340e-04 2.11309180e-04
 4.46979900e-03 2.04860050e-03 6.62701670e-04 1.88492700e-04
 8.54598800e-04 2.53188420e-04 1.18785210e-03 1.28458160e-03
 1.81132020e-03 9.53994700e-04 1.31786750e-03 1.49380600e-03
 8.32670830e-04 6.24156840e-03 1.44814560e-03 2.28709350e-03
 1.75035280e-03 4.32562830e-03 2.04518440e-05 2.29900800e-03
 2.39263680e-03 1.05904880e-03 4.12645750e-04 4.40788600e-03
 1.37569100e-03 8.23519200e-04 7.38770240e-04 4.28773840e-03
 9.62932100e-04 2.18186570e-03 3.00124450e-03 8.18070960e-04
 2.57767950e-03 1.78131300e-03 8.37038740e-04 4.98064300e-04
 3.83456200e-03 2.64042500e-03 2.46843370e-03 3.25299150e-03
 1.18563040e-03 5.58511900e-03 3.40244360e-03 6.29073900e-03
 1.72246990e-03 6.89957400e-03 6.57865130e-03 4.52863520e-04
 3.11696950e-03 3.81705560e-03 3.32341580e-03 9.87732800e-04
 4.15606700e-03 2.25352660e-03 2.04197130e-05 3.41098870e-03
 3.78514170e-04 3.57817070e-03 2.90190800e-05 2.36089530e-03
 1.94048860e-03 2.07980100e-03 5.44838600e-04 1.49188540e-03
 1.02423600e-04 1.71620820e-03 1.34345520e-03 3.34556540e-03
 5.70629720e-03 2.08782450e-03 4.58411600e-03 5.54286400e-04
 6.32900740e-04 4.41735600e-04 4.79059300e-04 2.41353390e-03
 3.97890150e-03 4.95824900e-03 8.73157300e-04 8.78106200e-03
 3.02347350e-04 9.38255800e-04 8.90967440e-04 6.94369800e-03
 5.35523500e-03 1.89904960e-03 1.43116130e-03 1.02805950e-03
 2.96540420e-03 5.23179770e-04 2.49250330e-03 3.04188580e-04
 1.21739830e-03 1.42029490e-04 8.55592100e-05 2.12215240e-03
 7.55702940e-03 1.21181830e-04 1.37076710e-03 2.10778180e-03
 1.54511120e-03 1.80530830e-04 1.66248530e-04 2.69336350e-03
 3.70481070e-03 1.64724750e-03 6.93161040e-04 5.84310100e-03
 1.53392130e-03 4.30270300e-03 5.46886100e-04 7.20030300e-03
 3.07449680e-03 4.16331000e-04 2.80181430e-03 5.91762360e-06
 2.29286400e-03 3.81314660e-04 3.20590100e-04 1.07973350e-04
 2.21644500e-03 8.31802840e-04 7.96508040e-04 1.55829010e-03
 1.16354370e-03 2.67450770e-03 2.54632460e-03 2.30869740e-04
 2.09301640e-03 2.46372750e-03 6.07441650e-04 2.08848740e-03
 4.43809850e-03 3.88601800e-04 3.66049260e-03 6.54969970e-03
 4.85071070e-03 1.10863150e-03 5.87958050e-03 7.81193400e-04
 1.73630100e-03 1.59409360e-04 3.00719400e-04 3.12380500e-04
 4.85239740e-03 3.17550300e-03 2.66763850e-04 3.58103500e-03
 1.08296980e-04 2.22492730e-03 5.78313600e-04 2.34922460e-03
 8.74880240e-04 5.22417440e-03 9.14786000e-04 3.53071800e-03
 1.06721650e-03 4.82153150e-04 6.30427600e-04 2.25146950e-03
 1.13403330e-03 2.06982790e-03 1.77690320e-03 1.67321880e-03
 5.38731000e-04 2.87331480e-03 1.80808180e-03 3.79530900e-03
 4.63780950e-04 1.74458740e-03 4.36506230e-05 2.75863220e-03
 2.25573900e-03 3.81191730e-04 9.03162200e-04 2.58877010e-03
 3.75739930e-03 1.47607290e-03 1.74395230e-03 3.39304200e-03
 7.67830760e-04 1.34428960e-04 3.15366080e-03 9.44200440e-04
 2.66433720e-03 1.40614160e-03 3.02855550e-03 5.01992200e-04
 1.09051770e-03 2.55661090e-03 1.21201530e-03 8.10396860e-04
 2.53474200e-03 3.32065760e-03 2.52007970e-04 2.16292220e-04
 3.20326540e-04 6.18046600e-04 6.62215500e-04 2.63151480e-03
 4.47087800e-03 4.83718050e-03 6.98478400e-03 2.01099090e-03
 4.17566600e-03 4.66457570e-05 5.40849600e-03 2.16665420e-03
 8.73512100e-04 1.69696850e-03 9.12334300e-04 1.40557580e-03
 2.28016430e-03 4.62308570e-03 1.95352700e-03 1.93592930e-03
 3.91297500e-04 3.17985630e-03 5.50360420e-05 1.25410970e-04
 2.38484680e-03 2.71751920e-03 7.45113940e-05 6.98453300e-04
 2.91012160e-03 7.93952960e-04 6.19434750e-04 1.44444400e-04
 5.62489960e-04 1.71468640e-03 1.36004830e-03 2.74148300e-04
 2.52905160e-03 1.75199520e-03 2.89439080e-03 2.58974220e-03
 6.19804000e-04 8.10009400e-04 1.09770150e-03 1.24334360e-03
 1.87334950e-03 8.13172200e-04 1.96914770e-03 1.35872840e-03
 2.64728190e-03 1.91965580e-03 2.68546980e-03 3.77321760e-03
 2.62790600e-03 2.22150350e-03 9.66364050e-04 5.38810440e-03
 5.51391860e-04 3.16676220e-04 1.55294310e-04 2.18195580e-03
 1.02030390e-03 1.13526360e-04 9.93298400e-04 2.29580860e-03
 6.94698650e-04 6.15252600e-03 2.09743160e-05 9.85125100e-04
 2.44272870e-04 4.98656200e-04 5.47026560e-03 1.04435720e-04
 2.80111120e-03 6.79335560e-04 1.79611170e-03 5.86387700e-04
 3.12799400e-03 3.19362620e-03 2.44744590e-03 2.78759980e-03
 4.61577440e-05 1.42035540e-04 3.04643720e-03 1.80426050e-04
 3.63899670e-03 5.64677640e-04 5.63126060e-04 2.56639440e-04
 2.44172730e-03 5.12361300e-03 1.95072270e-03 7.08643350e-05
 1.27696430e-04 1.47212300e-04 1.86838260e-03 3.67000140e-03
 2.00300310e-03 5.40090700e-04 1.67940350e-03 7.27509600e-04
 4.32294800e-04 3.14757930e-03 8.26499900e-04 3.69757060e-03
 1.36654360e-03 1.56271740e-04 1.18335480e-03 2.02275810e-04
 4.96801600e-03 3.05538460e-03 9.57512300e-04 8.75185240e-04
 3.65022800e-03 3.01484480e-04 1.68796860e-03 3.51042580e-03
 1.76337290e-03 7.07711100e-04 1.06249470e-03 1.49393100e-03
 1.47300680e-03 3.71321130e-03 7.87722900e-04 6.44348560e-03
 3.50497660e-03 9.79149200e-04 1.52134870e-03 1.12548890e-03
 7.75553300e-04 1.89225030e-03 3.16411720e-04 3.46342610e-03
 9.53242650e-04 3.44998200e-04 8.52663100e-05 2.57705640e-03
 1.68717470e-04 9.25976800e-04 1.67401510e-03 3.55341940e-04
 9.37309100e-04 3.70265300e-03 2.59540070e-03 3.35876360e-04
 9.93550300e-04 1.22307850e-03 3.51643200e-04 4.07168900e-03
 4.17660460e-04 1.36223110e-03 3.09822130e-03 1.72743550e-03
 4.69479700e-04 3.67430040e-04 2.77185370e-03 2.50687900e-03
 2.46136910e-04 4.51654200e-05 2.32054220e-03 1.74902870e-03
 4.66916900e-03 4.19747900e-03 2.26171060e-03 4.01391550e-03
 5.63118000e-03 1.64141950e-03 1.05973800e-03 4.71347150e-03
 4.08337100e-03 2.35232990e-04 2.14455560e-03 2.82278100e-03
 9.41826500e-04 1.72913960e-03 1.16765310e-03 2.84151170e-05
 2.52083780e-03 8.42163800e-04 2.53123840e-03 1.97400040e-03
 7.67129000e-04 2.33117230e-03 2.59800100e-03 3.55422960e-04
 3.23779580e-03 7.16471100e-05 2.27476470e-04 1.84139100e-03
 1.33170330e-03 2.91125380e-04 9.73218600e-04 1.16529690e-03
 1.24913780e-03 2.06350900e-03 1.96857750e-03 6.08865030e-03
 5.72161750e-04 2.64999740e-03 4.03528400e-03 1.48549160e-03
 7.55465600e-05 2.57634560e-04 3.18684270e-03 4.36094960e-03
 7.04416100e-04 1.85133610e-03 4.38279470e-04 5.51930600e-04
 3.41348020e-03 7.50454600e-04 2.17547300e-03 2.30884850e-03
 1.79988330e-04 3.96128740e-04 2.09970520e-03 1.94523460e-03
 4.81725600e-03 8.56968100e-04 3.26148700e-04 5.49455200e-03
 5.22914340e-05 5.21084600e-03 2.69502630e-03 1.53490090e-03
 3.08016970e-03 6.06379500e-04 4.53380770e-03 5.38169400e-04
 2.19884330e-04 1.43560510e-03 5.80875760e-03 3.24056270e-03
 4.92143000e-04]",772
9,num_access_files,1,[0.],1,[0.],0
