duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
0.0,1.0,0.36764705,0.0,8.276875e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.7997749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022640333,0.048853226,0.10958904,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7178049,0.0,1.0,0.025944263,0.15186504,0.0,0.0,0.0,0.05580926,0.021800116
0.0,0.0,0.029411765,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.804109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02399002,0.050795496,0.0019569471,1.0,1.0,0.0,0.0,0.01,0.06,0.0,0.7326822,0.0,1.0,0.019520432,0.15601614,0.0,0.0,0.0,0.053376257,0.019568026
0.0,1.0,0.36764705,0.0,1.6426413e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.8009313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000464,0.049371444,0.8003914,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7217744,0.0,1.0,0.024230272,0.15297261,0.0,0.0,0.0,0.05516012,0.021204561
0.0,0.0,0.029411765,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7791026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016202807,0.03958922,0.0058708414,0.0,0.0,1.0,1.0,0.03,0.07,0.0,0.6468448,0.0,0.99764925,0.056583792,0.13206547,0.0,0.0,0.0,0.06741381,0.03244649
0.0,0.0,0.029411765,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78605366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01836741,0.042704202,0.0332681,1.0,1.0,0.0,0.0,0.07,0.07,0.0,0.6707049,0.0,1.0,0.046281338,0.13872302,0.0,0.0,0.0,0.06351182,0.028866678
0.0,0.0,0.029411765,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8090547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02553016,0.053011857,0.03522505,0.59,0.67,0.41,0.33,0.13,0.06,0.0,0.74965906,0.0,1.0,0.012190133,0.16075307,0.0043065697,0.0,0.0,0.050599962,0.01702094
0.0,0.0,0.029411765,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79168963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020122513,0.04522991,0.025440313,1.0,1.0,0.0,0.0,0.07,0.1,0.0,0.6900512,0.0,1.0,0.037927896,0.14412111,0.0,0.0,0.0,0.06034804,0.025964096
0.0,0.0,0.029411765,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78322643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017487004,0.04143723,0.025440313,1.0,1.0,0.0,0.0,0.05,0.05,0.0,0.6610002,0.0,1.0,0.050471693,0.13601518,0.0,0.0,0.0,0.065098904,0.0303227
0.012960236,0.0,0.04411765,0.3,0.001410634,0.0,0.0,0.0,0.0,0.0,0.0,0.78521776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018107101,0.04232963,0.0058708414,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6678358,0.0,1.0,0.04752022,0.13792244,0.0,0.0,0.0,0.06398104,0.029297158
0.0,0.0,0.029411765,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79042315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019728124,0.04466234,0.01369863,1.0,1.0,0.0,0.0,0.04,0.09,0.0,0.6857038,0.0,1.0,0.039805055,0.14290807,0.0,0.0,0.0,0.06105899,0.02661635
