,Nonfunctional_Feature,Origin-Num_Cat,Origin-Cat,E100-Num_Ad_Cat,E100-Ad_Cat,E100-Num_NotIn_Origin
0,srv_count,12,"[0.00195695 0.00782779 0.01174168 0.00587084 0.00391389 0.73189824
 0.00978474 0.037182   0.0332681  0.0704501  0.01956947 0.12915851]",1869,[0.03305962 0.03787398 0.04148014 ... 0.01920703 0.02122404 0.02987043],1869
1,serror_rate,3,[0.  1.  0.5],1,[0.],0
2,srv_serror_rate,3,[0.  1.  0.5],428,"[6.77958130e-04 4.30257600e-03 7.91008800e-03 0.00000000e+00
 3.20914390e-03 3.75743200e-03 4.09407900e-03 1.56770500e-02
 3.29823800e-03 3.92663500e-03 5.78601660e-03 3.35691870e-03
 3.87860830e-03 1.93952470e-02 1.02856010e-02 8.33372800e-03
 2.02417370e-03 2.01118000e-03 1.26379880e-02 5.76719640e-03
 1.83621050e-03 4.06135600e-03 2.72677840e-03 1.29342080e-02
 5.91219960e-03 2.92599200e-04 3.98108360e-03 1.93205480e-03
 8.80718200e-03 1.53683130e-03 5.46821950e-03 1.07711550e-03
 6.65216150e-03 5.07569300e-03 5.31999770e-03 4.23704100e-03
 3.50546840e-03 2.13518740e-03 4.44725160e-03 4.73605100e-03
 2.28428840e-03 1.69336200e-02 6.56540700e-03 3.22540100e-03
 2.12584440e-03 7.00615350e-03 1.14822090e-02 1.08352600e-02
 2.08884480e-04 7.01499000e-03 6.37242200e-03 3.35355100e-03
 5.98955150e-03 1.64127720e-02 4.40260770e-03 5.15791770e-03
 1.14965440e-03 1.67362470e-02 8.63474600e-03 3.21334600e-03
 6.10747930e-03 7.79393300e-03 2.70226600e-03 1.30277050e-02
 6.43417240e-03 5.61803600e-04 3.81352000e-03 8.50620900e-03
 1.65222590e-03 1.11957490e-02 1.56292320e-03 4.56699730e-03
 1.86970830e-03 1.91737340e-02 5.42119150e-03 9.54063200e-03
 2.28506330e-03 5.33410900e-03 4.71487640e-04 3.11663750e-03
 7.91223350e-03 1.46218840e-02 8.46217600e-03 1.55900340e-02
 2.77331470e-03 1.06417540e-02 8.61871200e-03 8.67226700e-03
 2.13414430e-04 1.61705690e-02 4.16025520e-04 2.34456360e-03
 5.90316950e-03 6.07825800e-03 1.00286160e-02 3.42072550e-03
 5.70343430e-03 9.43560900e-03 6.43667600e-03 1.98523700e-03
 6.99251900e-03 1.12454590e-03 1.43475460e-02 6.46384060e-03
 1.24457030e-02 1.44026130e-02 3.59919670e-03 7.77791440e-03
 1.51142480e-03 4.82438500e-03 1.60422030e-02 1.46389160e-02
 1.10959260e-02 2.44157020e-03 3.37824230e-04 2.84318630e-03
 9.54447700e-03 6.94707040e-04 1.98526980e-02 2.55000600e-03
 1.47782340e-02 4.80666760e-04 1.07225480e-02 3.46149500e-03
 3.74200940e-03 7.70300630e-03 2.37801670e-03 1.50503220e-03
 1.42931420e-02 3.49134200e-05 9.69176000e-03 1.49044400e-03
 1.71311200e-02 5.61627750e-03 1.22548640e-03 7.57445400e-03
 3.04883720e-03 2.68289450e-03 5.69885970e-03 5.20159300e-03
 1.16356310e-02 1.10396740e-03 2.68042100e-04 5.10020550e-03
 1.01404640e-02 1.87775200e-02 8.64507300e-03 3.96223370e-03
 1.34127140e-02 4.36233000e-03 1.33666250e-02 3.00645830e-04
 3.79621980e-03 5.12546300e-03 8.98250900e-03 5.81935050e-04
 1.46825460e-02 6.58974050e-04 3.60843540e-03 2.01180580e-04
 1.55014100e-02 2.99066300e-03 1.92258580e-02 7.26357100e-03
 8.80496200e-03 3.22698060e-03 8.52161600e-03 1.38737860e-02
 3.37916610e-03 5.35711650e-03 2.20941000e-03 7.49483700e-03
 1.26402825e-02 5.11863830e-03 5.40952400e-03 1.87158580e-05
 6.15149740e-04 5.71385000e-04 1.00203310e-02 1.70395230e-02
 1.57902910e-02 3.60655780e-03 3.72707840e-04 1.76491290e-02
 1.96456910e-04 1.29996390e-02 2.70441170e-04 2.48949230e-03
 7.62878360e-03 2.19851730e-03 1.31802260e-03 3.42428680e-03
 1.32650140e-04 1.39148090e-02 5.72949650e-03 5.60629370e-03
 5.80413640e-03 6.10202550e-04 1.48881750e-02 2.35654410e-03
 1.16397740e-02 8.24877600e-03 1.77042190e-03 2.18458470e-03
 4.70970570e-03 6.13808630e-03 1.64154170e-03 8.01585600e-03
 1.55091290e-04 3.59012190e-03 6.44767300e-03 4.73539530e-03
 4.48524950e-04 6.18563600e-03 3.65166370e-03 2.07538900e-03
 2.26569180e-03 1.50059910e-02 1.95202230e-03 1.26315950e-02
 4.73374130e-03 1.20219590e-02 6.45071300e-05 3.55641540e-03
 1.04129310e-03 7.35849140e-04 9.82703300e-03 1.43915410e-04
 6.77762930e-03 4.43294640e-04 1.66946800e-02 5.49377500e-03
 7.86288100e-03 2.00275400e-02 6.17712740e-04 9.65976700e-03
 7.87568100e-03 2.78712800e-03 1.73202160e-03 9.58144700e-05
 2.10909550e-03 9.27333500e-03 2.41340700e-03 6.47701300e-03
 8.09335700e-03 4.82797620e-04 6.06937700e-03 9.76914200e-03
 2.99404560e-03 3.76033780e-03 5.23509100e-03 2.20213830e-03
 9.84197900e-03 7.09109000e-03 1.21873170e-02 2.65099100e-03
 5.08022300e-03 3.93660370e-03 5.57348130e-03 1.62614960e-02
 8.30631000e-03 5.60468440e-03 7.55694500e-03 9.98507400e-03
 9.19237730e-04 1.35977570e-03 1.66077910e-03 2.33367090e-04
 9.03822500e-03 1.97820370e-03 1.01987720e-02 1.09246370e-03
 4.34379300e-03 1.01832750e-02 7.87630700e-04 1.72756910e-02
 1.10445920e-02 1.24680850e-02 6.70552250e-07 3.38006020e-03
 6.06958570e-03 5.39733470e-03 9.66264300e-03 1.47792700e-03
 5.89230660e-03 3.53278220e-03 3.31947200e-03 1.37258540e-02
 1.17027310e-02 1.83453190e-02 4.90681830e-03 9.29403300e-03
 1.24227550e-02 6.11104070e-03 2.02618540e-03 4.28003070e-03
 2.91231270e-03 1.44487250e-02 9.08061900e-03 1.52731310e-02
 4.09717860e-03 4.79762260e-03 6.28112260e-03 3.71512770e-03
 6.80011500e-03 1.06177480e-02 1.60033260e-02 1.41375065e-02
 1.48589690e-02 1.41710940e-02 3.78905240e-03 3.80188230e-04
 3.97638980e-03 1.92788400e-02 1.91897150e-04 6.21926800e-03
 3.44024600e-03 1.91892530e-02 2.74032350e-04 1.00709650e-02
 1.07224290e-02 6.16571300e-03 4.59277630e-03 1.13869460e-02
 7.94035200e-03 5.20761300e-03 6.36830930e-03 1.50321500e-02
 5.07624450e-03 1.23459100e-03 3.32540270e-03 4.42868470e-03
 8.67904700e-03 1.66700780e-03 7.87362460e-04 4.73950800e-03
 4.34492530e-03 4.19381260e-03 2.37241390e-03 1.34052485e-02
 1.82388720e-03 9.18120150e-04 1.11319570e-02 4.34516370e-03
 1.98025550e-02 1.55288200e-02 8.12032800e-03 1.39166790e-02
 8.21054000e-05 1.25929710e-04 1.28623840e-03 4.13233040e-03
 2.59716800e-03 5.51620130e-03 1.17257830e-02 4.77075580e-04
 1.34565760e-02 1.53996200e-02 6.62930300e-03 2.11779770e-03
 1.38247610e-02 6.89063970e-03 5.81204900e-03 3.58983870e-04
 2.77939440e-03 4.11447900e-03 4.26858660e-04 9.11624700e-03
 5.56424260e-04 2.60809060e-03 1.74121560e-03 5.79474870e-03
 3.95044680e-04 3.47566600e-03 4.85196700e-04 6.40362500e-04
 1.16813180e-03 2.26883600e-03 3.63513830e-03 9.64710100e-03
 4.93410230e-03 1.00961180e-02 8.04036860e-04 4.86478200e-04
 6.36842850e-03 8.21115100e-03 6.06080900e-03 1.40036640e-03
 1.45158170e-03 6.74693300e-03 1.10623840e-02 5.44615100e-03
 2.37782300e-03 2.77298700e-03 6.09248900e-04 2.69307200e-03
 3.42915950e-03 1.35701220e-02 5.87101300e-03 7.00522960e-03
 9.79021200e-04 3.91639770e-03 6.71307740e-03 3.06099650e-04
 1.34371820e-02 1.76339900e-02 6.74876570e-03 1.30160150e-03
 3.63081700e-03 1.68548520e-03 9.09581800e-04 5.33635900e-03
 4.67832400e-03 6.87018040e-04 6.26811400e-03 5.44905660e-04
 1.02434310e-02 2.07591060e-03 7.20843670e-03 1.43475680e-02
 7.47703000e-03 1.70946120e-03 1.11846480e-02 8.97228700e-03
 4.88537550e-03 1.48460270e-04 2.23527850e-03 3.31577660e-03]",427
3,rerror_rate,5,[0.   1.   0.5  0.67 0.33],2032,[0.02970699 0.02511315 0.02072115 ... 0.03899297 0.03601679 0.03519087],2032
4,srv_rerror_rate,4,[0.   1.   0.5  0.33],1054,[0.01866022 0.03258343 0.03610543 ... 0.01682869 0.01471028 0.01719175],1053
5,same_srv_rate,8,[1.   0.5  0.75 0.33 0.67 0.8  0.25 0.12],1,[1.],0
6,diff_srv_rate,6,[0.   1.   0.5  0.67 0.4  0.25],2035,[0.04162644 0.0351621  0.03454391 ... 0.05067874 0.04913113 0.04143479],2035
7,srv_diff_host_rate,4,[0.   0.67 1.   0.5 ],1,[0.],0
8,dst_host_count,254,"[0.12156863 1.         0.12941176 0.01176471 0.04313725 0.36862745
 0.59215686 0.33333333 0.00392157 0.80784314 0.01568627 0.00784314
 0.10588235 0.02352941 0.27058824 0.36470588 0.61568627 0.83921569
 0.03529412 0.34117647 0.09019608 0.67843137 0.21176471 0.60392157
 0.03137255 0.34901961 0.05490196 0.56078431 0.75686275 0.59607843
 0.73333333 0.23921569 0.41960784 0.81960784 0.01960784 0.08627451
 0.35294118 0.43529412 0.11764706 0.58039216 0.60784314 0.05882353
 0.13333333 0.02745098 0.20392157 0.78039216 0.61960784 0.23137255
 0.98431373 0.45490196 0.63137255 0.97647059 0.03921569 0.82745098
 0.64313725 0.94509804 0.44705882 0.16078431 0.30980392 0.90980392
 0.57254902 0.74901961 0.14901961 0.05098039 0.19215686 0.45882353
 0.39607843 0.38039216 0.43137255 0.65490196 0.94901961 0.56470588
 0.4745098  0.92156863 0.29019608 0.16470588 0.83529412 0.11372549
 0.99215686 0.65882353 0.0745098  0.62745098 0.54901961 0.69803922
 0.08235294 0.22352941 0.25098039 0.17254902 0.45098039 0.29803922
 0.3372549  0.6745098  0.69019608 0.78431373 0.53333333 0.68627451
 0.81568627 0.10980392 0.91372549 0.09411765 0.79215686 0.8745098
 0.91764706 0.87058824 0.18039216 0.71764706 0.9254902  0.63921569
 0.67058824 0.06666667 0.80392157 0.94117647 0.18823529 0.70588235
 0.38431373 0.48235294 0.84313725 0.99607843 0.81176471 0.88627451
 0.16862745 0.35686275 0.49803922 0.44313725 0.21960784 0.54117647
 0.97254902 0.85882353 0.23529412 0.6627451  0.20784314 0.07058824
 0.50980392 0.77254902 0.57647059 0.04705882 0.93333333 0.07843137
 0.90196078 0.75294118 0.95686275 0.89019608 0.15294118 0.70196078
 0.14117647 0.0627451  0.47058824 0.89803922 0.37647059 0.74509804
 0.85490196 0.42745098 0.71372549 0.63529412 0.7372549  0.96862745
 0.77647059 0.92941176 0.1372549  0.95294118 0.85098039 0.8627451
 0.76862745 0.96078431 0.3254902  0.2        0.40392157 0.50196078
 0.24313725 0.09803922 0.14509804 0.15686275 0.87843137 0.61176471
 0.51764706 0.47843137 0.4        0.25490196 0.28627451 0.62352941
 0.52941176 0.50588235 0.27843137 0.49019608 0.82352941 0.30588235
 0.1254902  0.18431373 0.51372549 0.48627451 0.66666667 0.55294118
 0.17647059 0.42352941 0.10196078 0.43921569 0.58823529 0.58431373
 0.88235294 0.36078431 0.49411765 0.84705882 0.52156863 0.22745098
 0.34509804 0.38823529 0.19607843 0.39215686 0.72156863 0.9372549
 0.2745098  0.76078431 0.30196078 0.21568627 0.6        0.25882353
 0.7254902  0.40784314 0.26666667 0.98823529 0.5372549  0.79607843
 0.41568627 0.8        0.29411765 0.2627451  0.83137255 0.31764706
 0.64705882 0.54509804 0.70980392 0.4627451  0.76470588 0.96470588
 0.72941176 0.74117647 0.98039216 0.37254902 0.32941176 0.68235294
 0.55686275 0.86666667 0.28235294 0.56862745 0.90588235 0.78823529
 0.31372549 0.32156863 0.69411765 0.24705882 0.65098039 0.89411765
 0.41176471 0.46666667]",2028,[0.7405793  0.71146095 0.70000196 ... 0.8093213  0.8010526  0.74693346],2027
9,dst_host_srv_count,255,"[0.09803922 0.41960784 0.90588235 0.99607843 0.05490196 0.85882353
 0.01176471 1.         0.14509804 0.96470588 0.88627451 0.99215686
 0.14901961 0.98431373 0.87843137 0.58823529 0.21568627 0.03529412
 0.91764706 0.98823529 0.08627451 0.18431373 0.05882353 0.96078431
 0.00784314 0.01960784 0.07843137 0.03137255 0.07058824 0.02352941
 0.05098039 0.09411765 0.19607843 0.54509804 0.45882353 0.76470588
 0.89019608 0.95294118 0.00392157 0.14117647 0.74117647 0.20784314
 0.60784314 0.0745098  0.87058824 0.53333333 0.5254902  0.02745098
 0.40784314 0.91372549 0.13333333 0.98039216 0.9254902  0.29411765
 0.20392157 0.21176471 0.34901961 0.82352941 0.55686275 0.75686275
 0.27058824 0.23921569 0.1254902  0.36078431 0.39607843 0.85098039
 0.84705882 0.83137255 0.30196078 0.16862745 0.43137255 0.5372549
 0.04313725 0.03921569 0.94117647 0.15686275 0.55294118 0.95686275
 0.29803922 0.96862745 0.09019608 0.10196078 0.64705882 0.2627451
 0.29019608 0.58039216 0.92941176 0.97647059 0.12156863 0.90980392
 0.94901961 0.56078431 0.97254902 0.43529412 0.60392157 0.10588235
 0.75294118 0.42352941 0.37254902 0.57254902 0.80784314 0.43921569
 0.32941176 0.38823529 0.16078431 0.30980392 0.16470588 0.83529412
 0.04705882 0.77647059 0.90196078 0.24313725 0.71764706 0.22745098
 0.18823529 0.49411765 0.26666667 0.0627451  0.80392157 0.11764706
 0.81568627 0.58431373 0.33333333 0.2        0.49803922 0.78823529
 0.54901961 0.89411765 0.83921569 0.35294118 0.37647059 0.76078431
 0.52941176 0.85490196 0.86666667 0.08235294 0.01568627 0.62352941
 0.8745098  0.48235294 0.23137255 0.15294118 0.40392157 0.9372549
 0.56470588 0.17254902 0.61960784 0.70980392 0.25098039 0.61568627
 0.7254902  0.06666667 0.3254902  0.38431373 0.64313725 0.31372549
 0.84313725 0.6745098  0.62745098 0.36470588 0.61176471 0.56862745
 0.22352941 0.10980392 0.31764706 0.72941176 0.82745098 0.63137255
 0.76862745 0.92156863 0.89803922 0.81176471 0.78431373 0.30588235
 0.23529412 0.39215686 0.48627451 0.93333333 0.42745098 0.49019608
 0.59215686 0.19215686 0.21960784 0.1372549  0.45098039 0.12941176
 0.69803922 0.50980392 0.45490196 0.68235294 0.8        0.35686275
 0.63529412 0.34117647 0.41176471 0.11372549 0.38039216 0.4745098
 0.67843137 0.46666667 0.94509804 0.17647059 0.88235294 0.8627451
 0.52156863 0.28627451 0.51764706 0.50588235 0.28235294 0.25490196
 0.65490196 0.34509804 0.66666667 0.70196078 0.73333333 0.79607843
 0.4        0.74509804 0.2745098  0.59607843 0.6627451  0.36862745
 0.47843137 0.24705882 0.81960784 0.57647059 0.54117647 0.65098039
 0.41568627 0.44313725 0.27843137 0.32156863 0.4627451  0.44705882
 0.70588235 0.18039216 0.63921569 0.50196078 0.51372549 0.69411765
 0.71372549 0.47058824 0.74901961 0.65882353 0.3372549  0.25882353
 0.68627451 0.6        0.7372549  0.72156863 0.67058824 0.79215686
 0.78039216 0.69019608 0.77254902]",328,"[1.         0.96669453 0.93013895 0.98099935 0.99502796 0.98633844
 0.83954763 0.9850992  0.99086326 0.9544768  0.97822124 0.7915283
 0.90114564 0.9245901  0.8699874  0.9498659  0.99156016 0.9757597
 0.9572792  0.88010705 0.95978844 0.91896164 0.9689653  0.99838716
 0.9487988  0.9572703  0.9698232  0.98571485 0.9982188  0.995787
 0.9711345  0.97831887 0.99481744 0.8238069  0.9397888  0.9844353
 0.9979223  0.94066525 0.88700676 0.90274197 0.9341098  0.94821024
 0.9505312  0.82606375 0.97775066 0.959046   0.82228905 0.92106414
 0.9861988  0.94372547 0.93316853 0.9925     0.86412257 0.9410863
 0.99126387 0.9224875  0.88521916 0.9800774  0.79352665 0.9599428
 0.9108001  0.99390376 0.9523754  0.92660993 0.8492987  0.92316675
 0.83752704 0.9846169  0.8966651  0.9174268  0.914664   0.8334655
 0.99877566 0.98852456 0.9658149  0.95086217 0.89874434 0.97719705
 0.94994617 0.91068137 0.9415968  0.9976702  0.93551755 0.8638167
 0.9528024  0.8708585  0.8555868  0.98157334 0.9314146  0.994349
 0.96642023 0.8329254  0.8558553  0.89556086 0.99544966 0.9853091
 0.91922027 0.78627414 0.9945198  0.8458983  0.90175617 0.9894943
 0.9877679  0.92876434 0.9853301  0.9269116  0.91785127 0.8183701
 0.9535611  0.927593   0.97711575 0.98142534 0.9478252  0.9617061
 0.8902434  0.9601678  0.897613   0.7985406  0.92206734 0.98921067
 0.8920241  0.9722338  0.86427885 0.99306774 0.9628942  0.91435397
 0.8457979  0.996193   0.86432636 0.7949484  0.9374634  0.918328
 0.9806792  0.92383486 0.854853   0.9783865  0.9602802  0.9892794
 0.9300886  0.87772226 0.9730911  0.9589882  0.88847506 0.8224648
 0.8497922  0.9963523  0.812629   0.8669519  0.98363245 0.93843544
 0.99331003 0.99655616 0.9932076  0.8616832  0.95078945 0.95448565
 0.9467703  0.85906786 0.9965491  0.8806886  0.92568964 0.98753726
 0.9615799  0.9745532  0.92879295 0.9798851  0.9473933  0.9783612
 0.9485982  0.9870348  0.98804903 0.9926674  0.84202343 0.87752026
 0.96527594 0.8804212  0.9977244  0.9991805  0.9049586  0.9381844
 0.79119885 0.9580914  0.93031496 0.7842095  0.9085902  0.9315659
 0.9914005  0.9921394  0.9108203  0.990643   0.9431339  0.9249276
 0.9456366  0.90684026 0.99383205 0.97092277 0.9872504  0.9063854
 0.9395661  0.87384945 0.98959416 0.9574872  0.97100425 0.9676051
 0.8451688  0.9189736  0.9741897  0.9299205  0.8893579  0.9103543
 0.9902482  0.9128557  0.96588975 0.8849287  0.81608814 0.91960245
 0.8798836  0.9507735  0.9695737  0.9030539  0.9456181  0.98229545
 0.8673678  0.8894718  0.80524266 0.96599174 0.9856005  0.88591176
 0.9474435  0.99014115 0.97100246 0.9897248  0.8511749  0.9097899
 0.8446092  0.98954177 0.96425176 0.94186354 0.97014517 0.93677664
 0.9029341  0.8306971  0.85749465 0.85801196 0.858546   0.9926166
 0.9768592  0.7940191  0.9437533  0.9817685  0.79394835 0.89817995
 0.8908768  0.94909173 0.9752911  0.89575607 0.9232834  0.95881957
 0.9442122  0.8468411  0.9633818  0.97443366 0.9161792  0.99363905
 0.9675195  0.96613026 0.97227544 0.8742735  0.9998365  0.8862433
 0.9724185  0.7526612  0.8361145  0.92711306 0.8684688  0.99465317
 0.96502864 0.87980014 0.983046   0.86087006 0.85326296 0.9387646
 0.98971015 0.8576081  0.9420693  0.9488679  0.9863334  0.98773795
 0.9135027  0.9927792  0.95456547 0.98330885 0.9984394  0.98584193
 0.98096156 0.9198417  0.9744488  0.91223425 0.94124496 0.9266132
 0.9506849  0.9952003  0.9440268  0.8911757  0.95317763 0.989546
 0.98998857 0.8659469  0.9533773  0.9518783  0.9876346  0.93997777
 0.85948884 0.81500226 0.94386744 0.9970834  0.95701176 0.9481696
 0.91086537 0.98915493 0.9319027  0.8768216  0.9349407  0.99235874
 0.887784   0.9145239  0.9770832  0.9923005 ]",327
