,Nonfunctional_Feature,Origin-Num_Cat,Origin-Cat,E10-Num_Ad_Cat,E10-Ad_Cat,E10-Num_NotIn_Origin
0,srv_count,12,"[0.00195695 0.00782779 0.01174168 0.00587084 0.00391389 0.73189824
 0.00978474 0.037182   0.0332681  0.0704501  0.01956947 0.12915851]",2029,[0.0387592  0.03346642 0.02877148 ... 0.04891    0.02822365 0.03743789],2029
1,serror_rate,3,[0.  1.  0.5],1,[0.],0
2,srv_serror_rate,3,[0.  1.  0.5],2032,[0.02861817 0.03009311 0.03277283 ... 0.02043407 0.03124778 0.0297927 ],2032
3,rerror_rate,5,[0.   1.   0.5  0.67 0.33],2028,[0.05079602 0.05343439 0.05603023 ... 0.05023223 0.04534854 0.05827621],2028
4,srv_rerror_rate,4,[0.   1.   0.5  0.33],2030,[0.03839822 0.03686515 0.03290722 ... 0.05133671 0.03537597 0.03643299],2029
5,same_srv_rate,8,[1.   0.5  0.75 0.33 0.67 0.8  0.25 0.12],1,[1.],0
6,diff_srv_rate,6,[0.   1.   0.5  0.67 0.4  0.25],2033,[0.03516584 0.03430114 0.03489104 ... 0.03138249 0.03260723 0.03569464],2033
7,srv_diff_host_rate,4,[0.   0.67 1.   0.5 ],1,[0.],0
8,dst_host_count,254,"[0.12156863 1.         0.12941176 0.01176471 0.04313725 0.36862745
 0.59215686 0.33333333 0.00392157 0.80784314 0.01568627 0.00784314
 0.10588235 0.02352941 0.27058824 0.36470588 0.61568627 0.83921569
 0.03529412 0.34117647 0.09019608 0.67843137 0.21176471 0.60392157
 0.03137255 0.34901961 0.05490196 0.56078431 0.75686275 0.59607843
 0.73333333 0.23921569 0.41960784 0.81960784 0.01960784 0.08627451
 0.35294118 0.43529412 0.11764706 0.58039216 0.60784314 0.05882353
 0.13333333 0.02745098 0.20392157 0.78039216 0.61960784 0.23137255
 0.98431373 0.45490196 0.63137255 0.97647059 0.03921569 0.82745098
 0.64313725 0.94509804 0.44705882 0.16078431 0.30980392 0.90980392
 0.57254902 0.74901961 0.14901961 0.05098039 0.19215686 0.45882353
 0.39607843 0.38039216 0.43137255 0.65490196 0.94901961 0.56470588
 0.4745098  0.92156863 0.29019608 0.16470588 0.83529412 0.11372549
 0.99215686 0.65882353 0.0745098  0.62745098 0.54901961 0.69803922
 0.08235294 0.22352941 0.25098039 0.17254902 0.45098039 0.29803922
 0.3372549  0.6745098  0.69019608 0.78431373 0.53333333 0.68627451
 0.81568627 0.10980392 0.91372549 0.09411765 0.79215686 0.8745098
 0.91764706 0.87058824 0.18039216 0.71764706 0.9254902  0.63921569
 0.67058824 0.06666667 0.80392157 0.94117647 0.18823529 0.70588235
 0.38431373 0.48235294 0.84313725 0.99607843 0.81176471 0.88627451
 0.16862745 0.35686275 0.49803922 0.44313725 0.21960784 0.54117647
 0.97254902 0.85882353 0.23529412 0.6627451  0.20784314 0.07058824
 0.50980392 0.77254902 0.57647059 0.04705882 0.93333333 0.07843137
 0.90196078 0.75294118 0.95686275 0.89019608 0.15294118 0.70196078
 0.14117647 0.0627451  0.47058824 0.89803922 0.37647059 0.74509804
 0.85490196 0.42745098 0.71372549 0.63529412 0.7372549  0.96862745
 0.77647059 0.92941176 0.1372549  0.95294118 0.85098039 0.8627451
 0.76862745 0.96078431 0.3254902  0.2        0.40392157 0.50196078
 0.24313725 0.09803922 0.14509804 0.15686275 0.87843137 0.61176471
 0.51764706 0.47843137 0.4        0.25490196 0.28627451 0.62352941
 0.52941176 0.50588235 0.27843137 0.49019608 0.82352941 0.30588235
 0.1254902  0.18431373 0.51372549 0.48627451 0.66666667 0.55294118
 0.17647059 0.42352941 0.10196078 0.43921569 0.58823529 0.58431373
 0.88235294 0.36078431 0.49411765 0.84705882 0.52156863 0.22745098
 0.34509804 0.38823529 0.19607843 0.39215686 0.72156863 0.9372549
 0.2745098  0.76078431 0.30196078 0.21568627 0.6        0.25882353
 0.7254902  0.40784314 0.26666667 0.98823529 0.5372549  0.79607843
 0.41568627 0.8        0.29411765 0.2627451  0.83137255 0.31764706
 0.64705882 0.54509804 0.70980392 0.4627451  0.76470588 0.96470588
 0.72941176 0.74117647 0.98039216 0.37254902 0.32941176 0.68235294
 0.55686275 0.86666667 0.28235294 0.56862745 0.90588235 0.78823529
 0.31372549 0.32156863 0.69411765 0.24705882 0.65098039 0.89411765
 0.41176471 0.46666667]",2028,[0.71635354 0.73389745 0.7515926  ... 0.6731894  0.7463479  0.72154367],2028
9,dst_host_srv_count,255,"[0.09803922 0.41960784 0.90588235 0.99607843 0.05490196 0.85882353
 0.01176471 1.         0.14509804 0.96470588 0.88627451 0.99215686
 0.14901961 0.98431373 0.87843137 0.58823529 0.21568627 0.03529412
 0.91764706 0.98823529 0.08627451 0.18431373 0.05882353 0.96078431
 0.00784314 0.01960784 0.07843137 0.03137255 0.07058824 0.02352941
 0.05098039 0.09411765 0.19607843 0.54509804 0.45882353 0.76470588
 0.89019608 0.95294118 0.00392157 0.14117647 0.74117647 0.20784314
 0.60784314 0.0745098  0.87058824 0.53333333 0.5254902  0.02745098
 0.40784314 0.91372549 0.13333333 0.98039216 0.9254902  0.29411765
 0.20392157 0.21176471 0.34901961 0.82352941 0.55686275 0.75686275
 0.27058824 0.23921569 0.1254902  0.36078431 0.39607843 0.85098039
 0.84705882 0.83137255 0.30196078 0.16862745 0.43137255 0.5372549
 0.04313725 0.03921569 0.94117647 0.15686275 0.55294118 0.95686275
 0.29803922 0.96862745 0.09019608 0.10196078 0.64705882 0.2627451
 0.29019608 0.58039216 0.92941176 0.97647059 0.12156863 0.90980392
 0.94901961 0.56078431 0.97254902 0.43529412 0.60392157 0.10588235
 0.75294118 0.42352941 0.37254902 0.57254902 0.80784314 0.43921569
 0.32941176 0.38823529 0.16078431 0.30980392 0.16470588 0.83529412
 0.04705882 0.77647059 0.90196078 0.24313725 0.71764706 0.22745098
 0.18823529 0.49411765 0.26666667 0.0627451  0.80392157 0.11764706
 0.81568627 0.58431373 0.33333333 0.2        0.49803922 0.78823529
 0.54901961 0.89411765 0.83921569 0.35294118 0.37647059 0.76078431
 0.52941176 0.85490196 0.86666667 0.08235294 0.01568627 0.62352941
 0.8745098  0.48235294 0.23137255 0.15294118 0.40392157 0.9372549
 0.56470588 0.17254902 0.61960784 0.70980392 0.25098039 0.61568627
 0.7254902  0.06666667 0.3254902  0.38431373 0.64313725 0.31372549
 0.84313725 0.6745098  0.62745098 0.36470588 0.61176471 0.56862745
 0.22352941 0.10980392 0.31764706 0.72941176 0.82745098 0.63137255
 0.76862745 0.92156863 0.89803922 0.81176471 0.78431373 0.30588235
 0.23529412 0.39215686 0.48627451 0.93333333 0.42745098 0.49019608
 0.59215686 0.19215686 0.21960784 0.1372549  0.45098039 0.12941176
 0.69803922 0.50980392 0.45490196 0.68235294 0.8        0.35686275
 0.63529412 0.34117647 0.41176471 0.11372549 0.38039216 0.4745098
 0.67843137 0.46666667 0.94509804 0.17647059 0.88235294 0.8627451
 0.52156863 0.28627451 0.51764706 0.50588235 0.28235294 0.25490196
 0.65490196 0.34509804 0.66666667 0.70196078 0.73333333 0.79607843
 0.4        0.74509804 0.2745098  0.59607843 0.6627451  0.36862745
 0.47843137 0.24705882 0.81960784 0.57647059 0.54117647 0.65098039
 0.41568627 0.44313725 0.27843137 0.32156863 0.4627451  0.44705882
 0.70588235 0.18039216 0.63921569 0.50196078 0.51372549 0.69411765
 0.71372549 0.47058824 0.74901961 0.65882353 0.3372549  0.25882353
 0.68627451 0.6        0.7372549  0.72156863 0.67058824 0.79215686
 0.78039216 0.69019608 0.77254902]",68,"[1.         0.9495847  0.983487   0.9332973  0.99834275 0.9714573
 0.99367946 0.986074   0.95190626 0.9571168  0.9674004  0.9751263
 0.9994632  0.96625507 0.98218936 0.94480246 0.99445915 0.9310811
 0.97893673 0.88042074 0.97176456 0.98588365 0.9898657  0.9594567
 0.93524647 0.96675444 0.97995925 0.93485487 0.9737838  0.97018725
 0.9330531  0.9529671  0.9738026  0.9712312  0.97268    0.9953941
 0.9747279  0.95890796 0.97655594 0.99081624 0.99164456 0.99718255
 0.9701955  0.9644685  0.9786559  0.92401284 0.9557623  0.9825395
 0.9664492  0.9973688  0.97346866 0.9482957  0.9668498  0.97607553
 0.9017006  0.93162155 0.99107593 0.9813096  0.98763716 0.9961199
 0.9710509  0.9636396  0.9652213  0.98882985 0.9569798  0.983456
 0.93650883 0.93907434]",67
