duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0.0,0.0,0.0,0.0,0.0,3.827663822845531e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.005870841487279843,0.003913894324853229,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.007843137254901959,0.015686274509803918,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,loadmodule
0.0,0.0,0.0,0.0,0.0,4.5254070885178135e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.003913894324853229,0.003913894324853229,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.007843137254901959,0.3215686274509804,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,buffer_overflow
0.004288244616388552,0.0,0.13043478260869565,0.0,1.0949561891723938e-06,2.257359777453976e-06,0,0.0,0.0,0.03896103896103896,0.0,1,0.00026741542987030354,1,0.0,0.0,0.02325581395348837,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0039215686274509795,0.011764705882352941,1.0,0.0,1.0,0.67,0.0,0.0,0.0,0.0,buffer_overflow
0.00016313974084086885,0.0,0.3188405797101449,0.0,1.637724015572211e-07,5.328498899772998e-07,0,0.0,0.0,0.05194805194805195,0.0,1,0.0,0,0.0,0.0,0.09302325581395347,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0039215686274509795,0.0039215686274509795,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,buffer_overflow
0.0004894192225226065,0.0,0.13043478260869565,0.0,9.782864694789752e-08,9.847798826228036e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.023529411764705882,0.015686274509803918,0.67,0.5,0.17,0.0,0.0,0.0,0.0,0.0,loadmodule
0.0029598210123986204,0.0,0.13043478260869565,0.0,1.1355369612396698e-06,2.08864942546976e-06,0,0.0,0.0,0.012987012987012988,0.0,1,0.0,0,0.0,0.0,0.02325581395348837,0.0,0.0,0,0,0,0.162426614481409,0.0019569471624266144,0.99,0.0,0.0,0.0,0.01,0.08,0.0,0.0196078431372549,0.0196078431372549,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,buffer_overflow
0.003495851589447189,0.0,0.13043478260869565,0.0,1.1500300941208395e-06,5.120091994380729e-06,0,0.0,0.0,0.012987012987012988,0.0,1,0.00040112314480545525,0,0.0,0.00013390465988216392,0.02325581395348837,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0039215686274509795,0.0039215686274509795,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,buffer_overflow
0.0010487554768341568,0.0,0.13043478260869565,0.0,1.6927979205206561e-06,3.207023478215812e-06,0,0.0,0.0,0.03896103896103896,0.0,1,0.00013370771493515177,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.003913894324853229,0.0019569471624266144,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.027450980392156862,0.027450980392156862,1.0,0.0,0.14,0.0,0.0,0.0,0.14,0.14,buffer_overflow
0.00368229700755104,0.0,0.13043478260869565,0.0,1.1355369612396698e-06,2.3627083230368807e-06,0,0.0,0.0,0.03896103896103896,0.0,1,0.0005348308597406071,1,0.0,0.0,0.02325581395348837,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.007843137254901959,0.007843137254901959,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,buffer_overflow
0.0011419781858860818,0.0,0.13043478260869565,0.0,1.7406252590285176e-06,3.0070139206598627e-06,0,0.0,0.0,0.05194805194805195,0.0,1,0.00026741542987030354,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0039215686274509795,0.007843137254901959,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,buffer_overflow
