,Nonfunctional_Feature,Origin-Num_Cat,Origin-Cat,E0-Num_Ad_Cat,E0-Ad_Cat,E0-Num_NotIn_Origin
0,hot,4,[0.         0.01980198 0.00990099 0.02970297],1,[0.],0
1,num_failed_logins,1,[0.],1,[0.],0
2,logged_in,2,[0. 1.],1,[0.],0
3,num_compromised,2,[0.         0.00125628],7409,[0.04064409 0.03256504 0.03657033 ... 0.03899123 0.03827258 0.0314121 ],7409
4,root_shell,1,[0.],6970,[0.02222812 0.02195592 0.00812168 ... 0.01676476 0.01658465 0.00188866],6969
5,su_attempted,1,[0.],7420,[0.01087556 0.01446284 0.00988917 ... 0.01054885 0.0107434  0.01083649],7420
6,num_root,1,[0.],7404,[0.09333133 0.08917453 0.08927458 ... 0.09170373 0.09131941 0.08572044],7404
7,num_file_creations,1,[0.],1,[0.],0
8,num_shells,1,[0.],1,[0.],0
9,num_access_files,1,[0.],7228,[0.19031805 0.19249836 0.1897134  ... 0.19005062 0.19022417 0.19016734],7228
10,num_outbound_cmds,1,[0.],1,[0.],0
