duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
3.465303647232089e-05,0.0,0.0,0.0,0.00020665127083130126,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5254901960784314,0.33725490196078434,0.61,0.04,0.61,0.02,0.0,0.0,0.0,0.0,normal
0.0,0.0,0.04411764705882353,0.0,4.249856682735688e-06,0.010784388752138859,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.007827788649706456,0.007827788649706456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6078431372549019,1.0,1.0,0.0,0.01,0.03,0.01,0.0,0.0,0.0,normal
0.0,0.0,0.22058823529411764,0.0,1.6267241684478923e-05,0.0002875341679006365,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.005870841487279843,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.10980392156862744,0.11,0.72,0.0,0.0,0.0,0.0,0.72,0.04,normal
0.0,0.0,0.04411764705882353,0.0,5.204880656384157e-06,0.00034697275558035466,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06457925636007827,0.09197651663405088,0.0,0.0,0.0,0.0,1.0,0.0,0.04,0.592156862745098,1.0,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal
0.0,0.0,0.22058823529411764,0.0,9.804912796124284e-06,0.00024518417417883733,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.003913894324853229,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5058823529411764,0.51,0.03,0.0,0.0,0.0,0.0,0.33,0.0,normal
0.0006410811747379363,0.0,0.1323529411764706,0.0,1.2303892193837778e-05,0.2705941704119169,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14901960784313725,0.28627450980392155,0.16,0.05,0.03,0.04,0.0,0.77,0.0,0.07,normal
0.0,0.0,0.04411764705882353,0.0,5.57097317961607e-06,0.0026821662690472807,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.015655577299412915,0.015655577299412915,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2784313725490196,1.0,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal
0.0,0.0,0.04411764705882353,0.0,3.3903351064520658e-06,0.0004896253660116781,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.046966731898238745,0.046966731898238745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.0,0.0,0.04411764705882353,0.0,3.915598291958724e-06,0.0015528331031326365,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03131115459882583,0.03131115459882583,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13725490196078433,1.0,1.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,normal
0.0,0.5,0.029411764705882356,0.0,7.162679802363519e-07,3.2691223223844976e-05,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.9882583170254404,0.9882583170254404,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,normal
