duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
1.7326518e-05,0.0,0.22058824,0.0,4.1368454e-05,0.00021769383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042036682,0.0039138943,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7427927,0.7718168,0.04533373,0.10572933,0.0,0.0142350495,0.0056628156,0.016378053,0.035157815
0.0,1.0,0.36764705,0.0,1.6044403e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03134662,0.72015655,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7977786,0.80550885,0.023498446,0.097154126,0.0,0.0,0.0,0.027627558,0.016520739
0.13275579,0.0,0.13235295,0.0,0.0,3.2691223e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035033464,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.76906645,0.7854149,0.03292843,0.10142328,0.0,0.009384645,0.0,0.019982435,0.03165534
0.0,0.0,0.20588236,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034832865,0.009784736,0.0,0.0,1.0,1.0,0.02,0.07,0.0,0.0,0.784044,0.7834147,0.03299579,0.09647292,0.0,0.0,0.0,0.021866687,0.018173695
1.7326518e-05,0.0,0.22058824,0.0,4.1368454e-05,0.00021769383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03913337,0.0058708414,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7515725,0.7816734,0.039574675,0.10378702,0.0,0.012606736,0.0,0.02006229,0.032542422
0.0,1.0,0.36764705,0.0,1.6426413e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040180296,0.99804306,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75212437,0.77880514,0.042773575,0.10567151,0.0,0.014040921,0.0038496424,0.019617654,0.029115543
0.0,0.0,0.04411765,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024325475,0.0,0.0,0.0,0.0,0.02637805,0.0,0.0,0.0,0.0,0.015813574,0.19373778,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8389324,0.83287525,0.0097948015,0.089438125,0.0,0.0,0.0,0.034944363,0.01576899
0.0,0.0,0.0882353,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034178317,0.015655577,0.0,0.0,1.0,1.0,0.04,0.07,0.0,0.0,0.78616226,0.7852119,0.03223315,0.09614306,0.0,0.0,0.0,0.02243977,0.017756224
0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037427828,0.007827789,0.0,0.0,1.0,1.0,0.03,0.07,0.0,0.0,0.775576,0.7764454,0.036062278,0.097749114,0.0,0.0,0.0,0.019703664,0.019802138
0.0,0.0,0.029411765,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0317325,0.039138943,0.0,0.0,1.0,1.0,0.08,0.06,0.0,0.0,0.7940092,0.7919823,0.029384077,0.0949544,0.0,0.0,0.0,0.024556436,0.016318679
